Equipment Tag,Project Name,Area Name,Item,Unit,Qty,Capacity,Field Labor,Material Cost ($),Equipment Cost ($),hrs/qty,Mat $/qty,EQ $/qty,EQ $/Cap
WV,PSD Wellington,School,"TD-1, Trench Drain",lf,23,,12,,$2497,0.52,,$109,NA
"",Riverdale Animal Shelter - Adams County,Main Building,Chem. Water Treatment - Chlorination,ea,1,,18,,$1212,18.00,,$1212,NA
AP,Riverdale Animal Shelter - Adams County,Main Building,"MAPs, Combo Master/Area Alarm Panels",ea,1,,4,,$3177,4.00,,$3177,NA
CTLD,Riverdale Animal Shelter - Adams County,Main Building,"D-1-11, Control Dampers",ea,11,,0,$0,$4480,0.00,$0,$407,NA
CUH,Riverdale Animal Shelter - Adams County,Main Building,"CUH-1-7/GUH-1-2, Cabinet/Gas Fired Unit Heaters",ea,9,,30,$287,$13930,3.31,$32,$1548,NA
DBP,Riverdale Animal Shelter - Adams County,Main Building,"P-100&101, Domestic Water Booster Pumps",ea,2,,16,,$13848,8.00,,$6924,NA
DMW,Riverdale Animal Shelter - Adams County,Main Building,HB-1,ea,23,,12,,$4047,0.50,,$176,NA
DMW,Riverdale Animal Shelter - Adams County,Main Building,HR-1 Hose Reel,ea,35,,53,,$10492,1.50,,$300,NA
DMW,Riverdale Animal Shelter - Adams County,Main Building,WH-1,ea,18,,36,,$8886,2.00,,$494,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,DWB-1,ea,4,,2,,$156,0.50,,$39,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,EWC-1 Duel EWC,ea,2,,8,,$3861,4.00,,$1931,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,GT-1 Grooming Tub,ea,1,,3,,$1186,3.00,,$1186,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,HS-1,ea,5,,15,,$5792,3.00,,$1158,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,IWB-1,ea,8,,4,,$313,0.50,,$39,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,L-1 WH Lav,ea,11,,39,,$11559,3.50,,$1051,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,MSB-1 Mob sink basin,ea,7,,28,,$3056,4.00,,$437,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,S-1 3-Compartment sink,ea,2,,6,,$6927,3.00,,$3464,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,S-2 sink,ea,3,,8,,$4335,2.50,,$1445,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,S-3 sink,ea,13,,33,,$12325,2.50,,$948,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,S-4 sink,ea,1,,4,,$3817,4.00,,$3817,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,S-5 sink,ea,17,,60,,$11472,3.50,,$675,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,WB-1,ea,2,,3,,$108,1.50,,$54,NA
DMW/WV,Riverdale Animal Shelter - Adams County,Main Building,WC-1,ea,11,,28,,$7724,2.50,,$702,NA
DSN,Riverdale Animal Shelter - Adams County,Main Building,"DSN-1, Down Spout Nozzles",ea,2,,3,,$1613,1.50,,$806,NA
DWH,Riverdale Animal Shelter - Adams County,Main Building,"GWH-1-2, Domestic Water Heaters",mbh,2,1000,8,,$44641,4.00,,$22320,$44.65
DWP,Riverdale Animal Shelter - Adams County,Main Building,"DWCP-1-2, Circ Pumps",ea,2,8,3,,$1010,1.25,,$505,$126.27
ET,Riverdale Animal Shelter - Adams County,Main Building,"DWETs, Domestic Water Expansion Tanks",ea,1,,6,,$2037,6.00,,$2037,NA
FCU,Riverdale Animal Shelter - Adams County,Main Building,"DSS/ACCU-1-6, Ductless Split Systems",ea,6,,48,$5955,$27860,8.00,$992,$4643,NA
FLEX,Riverdale Animal Shelter - Adams County,Main Building,Flex Duct,lnft,2789,,0,$0,$12496,0.00,$0,$4,NA
Flue,Riverdale Animal Shelter - Adams County,Main Building,Crematory Flue,lbs,49,,48,$774,,0.99,$16,,
Flue,Riverdale Animal Shelter - Adams County,Main Building,DWH PVC Flue,lf,111,,33,$1059,,0.29,$10,,
Flue,Riverdale Animal Shelter - Adams County,Main Building,Flue Material - Crematorium,est,1,,0,$0,$16781,0.00,$0,$16781,NA
GEF,Riverdale Animal Shelter - Adams County,Main Building,"EF-1-6, Exhaust Fans",cfm,10060,,0,$0,$16390,0.00,$0,$2,NA
GRD,Riverdale Animal Shelter - Adams County,Main Building,"GRDs, Grilles, Registers, Diffusers (Ceiling)",ea,518,,0,$0,$29538,0.00,$0,$57,NA
GRD-SD,Riverdale Animal Shelter - Adams County,Main Building,Slots,ea,148,,0,$0,$39786,0.00,$0,$269,NA
HT,Riverdale Animal Shelter - Adams County,Main Building,** Heat Trace - Condensate Lines,ea,10,,10,$2444,,1.00,$244,,
IRH,Riverdale Animal Shelter - Adams County,Main Building,"IRH-1-2, Infrared Gas Fired Heaters",ea,2,,18,$244,$4073,9.00,$122,$2037,NA
L,Riverdale Animal Shelter - Adams County,Main Building,"L-1-3, Louvers",sqft,41,,0,$0,$4342,0.00,$0,$106,NA
L,Riverdale Animal Shelter - Adams County,Main Building,"L-4-7, Louvers",ea,4,,0,$0,$3258,0.00,$0,$815,NA
Manifold,Riverdale Animal Shelter - Adams County,Main Building,O2 Manifold,ea,1,,8,$196,$6924,8.00,$196,$6924,NA
MVD,Riverdale Animal Shelter - Adams County,Main Building,MVDs,ea,56,,0,$0,$1369,0.00,$0,$24,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,** ANB-1 - Acid Neutralization Bins,ea,10,,0,$4073,,0.00,$407,,
Other,Riverdale Animal Shelter - Adams County,Main Building,**HEPA filters for CD-3s,ea,10,,0,$0,$7332,0.00,$0,$733,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"CP-1, Ion Generator",ea,1,,0,$0,$12219,0.00,$0,$12219,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"EC-1, Evaporative Cooler",ea,1,,6,$0,$8146,6.00,$0,$8146,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"LS-1, Lint Separator",ea,1,,0,$0,$13034,0.00,$0,$13034,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,Medical Gas Certification,est,1,1,0,,$1222,0.00,,$1222,$1221.92
Other,Riverdale Animal Shelter - Adams County,Main Building,Medical Gas Specials (misc. piping valves),ea,1,,4,$407,,4.00,$407,,
Other,Riverdale Animal Shelter - Adams County,Main Building,"MGW, Medical Gas Wiring",est,1,1,0,,$815,0.00,,$815,$814.61
Other,Riverdale Animal Shelter - Adams County,Main Building,OFE Equipment Connections,ea,12,,29,$978,,2.40,$81,,
Other,Riverdale Animal Shelter - Adams County,Main Building,"P-010, Peristalic Pump",ea,1,,3,,$815,3.00,,$815,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,P-15A Dental Bed,ea,4,,12,,$326,3.00,,$81,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,P-15B Dental Bed,ea,1,,3,,$81,3.00,,$81,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"Sanitary Specials (FCOs, GCOs)",est,1,1,78,$2360,,77.55,$2360,,
Other,Riverdale Animal Shelter - Adams County,Main Building,"TK-001, 002, 003, 004, 006, Chemical Treatment Tanks",ea,5,,52,,$18945,10.40,,$3789,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"TMVs, Thermostatic Mixing Valves",ea,2,,7,,$5621,3.50,,$2810,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"U-100, Sand Separator",ea,1,,8,,$8146,8.00,,$8146,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,Water Meter/Pit,ea,1,,16,,$2851,16.00,,$2851,NA
Other,Riverdale Animal Shelter - Adams County,Main Building,"Water Specials (SA, APs, misc support)",est,1,1,21,$1817,$3524,21.24,$1817,$3524,$3524.02
Outlet,Riverdale Animal Shelter - Adams County,Main Building,O2 Outlets w/hose drops,ea,20,,40,,$6517,2.00,,$326,NA
PRV,Riverdale Animal Shelter - Adams County,Main Building,"R-1-5, Gas Pressure Regulators",ea,17,,9,,$4155,0.50,,$244,NA
RD/ORD,Riverdale Animal Shelter - Adams County,Main Building,"AD-1, Area Drains",ea,4,,6,,$1727,1.50,,$432,NA
RD/ORD,Riverdale Animal Shelter - Adams County,Main Building,"RD-1/ORD-1, Roof Drains/Overflow Roof Drains",ea,20,,35,,$5214,1.75,,$261,NA
RPBP,Riverdale Animal Shelter - Adams County,Main Building,"RPBP-1-2, Reduced Pressure Backflow Preventers",ea,2,,6,,$5295,2.75,,$2647,NA
RTU,Riverdale Animal Shelter - Adams County,Main Building,"HRU-1-9, Roof Top Units (CV)",cfm,9,77850,307,$1466,$2292271,34.11,$163,$254697,$29.44
RTU,Riverdale Animal Shelter - Adams County,Main Building,"RTU-1, Roof Top Unit (Office)",cfm,1,4005,18,$163,$42413,17.50,$163,$42413,$10.59
SA VAV,Riverdale Animal Shelter - Adams County,Main Building,"TB-01-06, Supply Terminal Units",ea,6,,0,$0,$489,0.00,$0,$81,NA
SOI,Riverdale Animal Shelter - Adams County,Main Building,"SO-1, Sand Oil Interceptors",gal,1,500,16,,$3666,16.00,,$3666,$7.33
SPIN,Riverdale Animal Shelter - Adams County,Main Building,Spins,ea,621,,0,$0,$15176,0.00,$0,$24,NA
UH,Riverdale Animal Shelter - Adams County,Main Building,** Roof Storage EUHs,ea,1,,3,$0,$2444,3.00,$0,$2444,NA
UH,Riverdale Animal Shelter - Adams County,Main Building,"EUH-1-3, Electric Unit Heaters",ea,3,,10,$220,$7332,3.25,$73,$2444,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,**Garbarge Disposer,ea,1,,0,,$88,0.25,,$88,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"2""FD-1 w/o TG",ea,143,,179,,$39607,1.25,,$277,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"2""FD-2 w/ TG",ea,71,,89,,$21978,1.25,,$310,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"2""FD-3 w/ TG",ea,1,,1,,$310,1.25,,$310,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"2""TD-1 w/o TG",ea,212,,265,,$45938,1.25,,$217,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"2""TD-2 w/o TG",ea,2,,5,,$688,2.50,,$344,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"3""FD-1 w/o TG",ea,16,,20,,$4431,1.25,,$277,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"3""FD-2 w/ TG",ea,1,,1,,$310,1.25,,$310,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"3""FS-2 w/ TG",ea,2,,3,,$1079,1.50,,$539,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"4""FS-1 w/ TG",ea,3,,6,,$2395,2.00,,$798,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"4""FS-3 w/o TG",ea,3,,6,,$2810,2.00,,$937,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,"4""TD-3 w/o TG",ea,2,,5,,$994,2.50,,$497,NA
WV,Riverdale Animal Shelter - Adams County,Main Building,TD-3 w/o TG,ea,1,,3,,$497,2.50,,$497,NA
ZVB,Riverdale Animal Shelter - Adams County,Main Building,"ZVB-1, Zone Valve Boxes",ea,1,,2,,$529,2.00,,$529,NA
GI,Shamrock Foods,Plumbing Underground,"GIs, Grease Interceptors - 3000 gallon",ea,1,3000,24,,$13984,24.00,,$13984,$4.66
SOI,Shamrock Foods,Plumbing Underground,"SOIs, Sand Oil Interceptors - 500 gallon",gallons,1,500,16,,$3514,16.00,,$3514,$7.03
WV,Shamrock Foods,Plumbing Underground,2 floor drain (fd),ea,8,,1,$1046,,0.16,$131,,
WV,Shamrock Foods,Plumbing Underground,4 floor cleanout (fco),ea,56,,1,$13362,,0.02,$239,,
WV,Shamrock Foods,Plumbing Underground,4 floor drain (fd),ea,4,,1,$523,,0.31,$131,,
WV,Shamrock Foods,Plumbing Underground,4 floor sink (fs),ea,7,,2,$4507,,0.21,$644,,
WV,Shamrock Foods,Plumbing Underground,4 grade cleanout (gco),ea,16,,1,$2093,,0.06,$131,,
WV,Shamrock Foods,Plumbing Underground,"TD-1 12-0, 4 trench drain",ea,1,,8,$2384,,8.00,$2384,,
WV,Shamrock Foods,Plumbing Underground,"TD-1 52-0, 4 trench drain",ea,1,,35,$10332,,35.00,$10332,,
WV,Shamrock Foods,Plumbing Underground,trap guard,ea,19,,0,$1168,,0.00,$61,,
AC,Southwest Airlines Maintenance Hangar,Hangar,"ACRT-101-105, Air Curtains",ea,5,,0,,$90070,0.00,,$18014,NA
AHU,Southwest Airlines Maintenance Hangar,Hangar,"AHU-101-104, Air Handling Units",cfm,4,56160,0,$0,$299778,0.00,$0,$74944,$5.34
AHU,Southwest Airlines Maintenance Hangar,Hangar,"PCA-101-103 X, Pre-Conditioned Air Units",tons,3,60,,,$436470,,,$145490,$7274.50
AS,Southwest Airlines Maintenance Hangar,Hangar,"Air Separator, AS-101",gpm,1,600,,,$2303,,,$2303,$3.84
AS,Southwest Airlines Maintenance Hangar,Hangar,"Air Separator, AS-102",gpm,1,300,,,$2913,,,$2913,$9.71
CH,Southwest Airlines Maintenance Hangar,Hangar,CH-101/102 (Air Cooled) Chillers,tons,2,225,,,$398509,,,$199255,$1771.15
CHWP,Southwest Airlines Maintenance Hangar,Hangar,"CHWP-101/102, Chilled Water Pumps",hp,2,20,,,$10369,,,$5185,$518.46
COMP,Southwest Airlines Maintenance Hangar,Hangar,"ACs, Plant Air Compressors (AC-101/102)",scfm,2,300,0,,$198212,0.00,,$99106,$660.71
CRAC,Southwest Airlines Maintenance Hangar,Hangar,"CRACs, Computer Room Air Conditioners (CRAC-101/102 & ACCU-CRAC-R01/02))",cfm,2,2800,,,$84044,,,$42022,$30.02
CUH,Southwest Airlines Maintenance Hangar,Hangar,"CUH-101-104, Cabinet Unit Heaters (electric)",ea,5,,,,$4663,,,$933,NA
DBP,Southwest Airlines Maintenance Hangar,Hangar,"DBPs, Domestic Booster Pumps",ea,1,,16,,$25264,16.00,,$25264,NA
DMW,Southwest Airlines Maintenance Hangar,Hangar,hose bibb (hb),ea,3,,1,,$513,0.30,,$171,NA
DMW,Southwest Airlines Maintenance Hangar,Hangar,wall hydrant (wh),ea,8,,1,,$3954,0.11,,$494,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,electric water cooler (ewc),ea,2,,3,,$6482,1.50,,$3241,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,emergency eye wash/shower (ewes-1),ea,3,,6,,$10420,1.83,,$3473,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,lavatory - wall mounted (lav-1),ea,11,,3,,$9852,0.23,,$896,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,mop basin (ssk-2),ea,2,,4,,$2734,2.00,,$1367,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,shower - trim only (sh-1/2),ea,5,,3,,$9286,0.52,,$1857,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,sink (double comp) - counter (sk-2),ea,1,,3,,$1629,3.00,,$1629,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,sink (three comp) - counter (sk-?),ea,1,,8,,$4888,8.00,,$4888,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,urinal (ur-1/2),ea,3,,4,,$3566,1.42,,$1189,NA
DMW/WV,Southwest Airlines Maintenance Hangar,Hangar,water closet (wc-1/2),ea,11,,4,,$15438,0.34,,$1403,NA
DSN,Southwest Airlines Maintenance Hangar,Hangar,"DSNs, Down Spout Nozzles",ea,5,,13,,$1564,2.50,,$313,NA
DWH,Southwest Airlines Maintenance Hangar,Hangar,"GWHs, Domestic Water Heaters",CFH,1,300,8,,$15208,8.00,,$15208,$50.69
DWP,Southwest Airlines Maintenance Hangar,Hangar,"DRPs, Domestic Return Pumps",gal,1,,3,,$1088,3.00,,$1088,NA
ESP,Southwest Airlines Maintenance Hangar,Hangar,"ESPs, Elevator Sump Pumps",ea,12,,36,,$73315,3.00,,$6110,NA
ET,Southwest Airlines Maintenance Hangar,Hangar,"DWETs, Domestic Water Expansion Tanks",mbh,1,,,,$1728,,,$1728,NA
ET,Southwest Airlines Maintenance Hangar,Hangar,"Expansion Tank, ET-101",gal,1,1040,,,$1932,,,$1932,$1.86
ET,Southwest Airlines Maintenance Hangar,Hangar,"Expansion Tank, ET-102",gal,1,1500,,,$2752,,,$2752,$1.83
FCU,Southwest Airlines Maintenance Hangar,Hangar,Ductless Split Systems (ACU-101-109 & ACCU-R01-R09),ea,9,,0,,$45649,0.00,,$5072,NA
FCU,Southwest Airlines Maintenance Hangar,Hangar,"FCUs, Fan Coil Units",ea,5,,,$2444,$16292,,$489,$3258,NA
FLEX,Southwest Airlines Maintenance Hangar,Hangar,Spins/Flex,ea,,,0,,$5864,NA,,NA,NA
GEF,Southwest Airlines Maintenance Hangar,Hangar,"EFs, General Exhaust Fans (EF-101 thru 111)",cfm,120100,,0,,$84785,0.00,,$1,NA
GRD,Southwest Airlines Maintenance Hangar,Hangar,"GRDs, Grilles, Registers, Diffusers (Ceiling)",ea,306,,0,,$30475,0.00,,$100,NA
HWB,Southwest Airlines Maintenance Hangar,Hangar,"HWB-X - X, Heating Water Boilers",mbh,3,3000,,,$101068,,,$33689,$33.69
HWCP,Southwest Airlines Maintenance Hangar,Hangar,"**CP-101 - 103, Boiler Loop Pumps",hp,3,2,,,$5110,,,$1703,$3406.91
HWP,Southwest Airlines Maintenance Hangar,Hangar,"HHWP-101 - 102, Building Loop Pumps",hp,2,15,,,$21595,,,$10798,$1439.68
IRH,Southwest Airlines Maintenance Hangar,Hangar,"IRH-101-130, Infrared Gas Fired Heaters",ea,30,,,,$162418,,,$5414,NA
LSD,Southwest Airlines Maintenance Hangar,Hangar,"LSDs/MDs, Life Safety Dampers & Motorized Dampers",ea,19,,0,,$95408,0.00,,$5021,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,** Spare Filters,sets,4,,,$3258,$0,,$815,$0,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,"**BT-101, Buffer Tank",gal,1,1040,,,$28298,,,$28298,$27.21
Other,Southwest Airlines Maintenance Hangar,Hangar,"**CAT-001, CA Storage Tank",gal,1,400,0,,$3014,0.00,,$3014,$7.54
Other,Southwest Airlines Maintenance Hangar,Hangar,"**Desiccant Dryer, DD-101/102",ea,2,,0,,$17759,0.00,,$8879,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,**secondary drain pan with BMS leak Detection,ea,5,,,$2444,$0,,$489,$0,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,Aircraft Service Pits PCA,ea,6,,192,,$584567,32.00,,$97428,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,EQUIPMENT,hrs,,,778,$5801,,NA,NA,,
Other,Southwest Airlines Maintenance Hangar,Hangar,EQUIPMENT HOURS FROM PIVOT,ea,,,373,$2371,$0,NA,NA,NA,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,Fire Protection Tank Heaters,ea,4,,16,,$51915,4.00,,$12979,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,"High Volume, Low Speed Fan (HVLS-101 thru 108)",ea,8,,0,,$127812,0.00,,$15977,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,pwc-1 RI Only,ea,4,,3,,$0,0.75,,$0,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,"Sanitary Specials (FCOs, GCOs)",ea,,,81,$815,$3258,NA,NA,NA,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,"Water Specials (SA, APs, misc support)",hp,,,48,$815,$3258,NA,NA,NA,NA
Other,Southwest Airlines Maintenance Hangar,Hangar,Water Treatment,ea,,,,$4946,,,NA,,
RD/ORD,Southwest Airlines Maintenance Hangar,Hangar,"RDs/ORDs, Roof Drains/Overflow Roof Drains",ea,23,,35,,$13865,1.50,,$603,NA
RPBP,Southwest Airlines Maintenance Hangar,Hangar,"RPBPs, Reduced Pressure Backflow Preventers (Main)",ea,1,,4,,$7332,4.00,,$7332,NA
RPBP,Southwest Airlines Maintenance Hangar,Hangar,"RPBPs, Reduced Pressure Backflow Preventers (Zone)",ea,1,,4,,$2444,4.00,,$2444,NA
SA VAV,Southwest Airlines Maintenance Hangar,Hangar,"SA VAVs, Supply Terminal Units",ea,35,,0,,$25017,0.00,,$715,NA
SATT,Southwest Airlines Maintenance Hangar,Hangar,Sound Attenuators (SA-101/102),ea,2,,0,,$2765,0.00,,$1382,NA
UH,Southwest Airlines Maintenance Hangar,Hangar,"EUH-104/105, Unit Heaters (electric)",ea,2,,,,$4663,,,$2331,NA
UH,Southwest Airlines Maintenance Hangar,Hangar,"UH-101-103, Unit Heaters (hydronic)",ea,3,36,,,$3066,,,$1022,$85.17
VFD,Southwest Airlines Maintenance Hangar,Hangar,"** VFD, Variable Frequency Drive",ea,4,,2,,$0,0.50,,$0,NA
VFD,Southwest Airlines Maintenance Hangar,Hangar,"** VFD, Variable Frequency Drive",hp,4,,,,$9634,,,$2409,NA
WV,Southwest Airlines Maintenance Hangar,Hangar,floor drain (FD-1),ea,11,,1,,$2191,0.11,,$199,NA
WV,Southwest Airlines Maintenance Hangar,Hangar,floor drain (fd-2),ea,12,,1,,$6571,0.10,,$548,NA
WV,Southwest Airlines Maintenance Hangar,Hangar,trap primers,lf,19,,1,,$15478,0.07,,$815,NA
WV,Southwest Airlines Maintenance Hangar,Hangar,trench drain (td-1 thru 7),lf,67,,2,,$21817,0.02,,$326,NA
WV,Southwest Airlines Maintenance Hangar,Hangar,trench drain (td-8),lf,1782,,2,,$1235231,0.00,,$693,NA
DB,"TUKH Cambridge 8,9, and 10",Level 8,dialysis box (DB1),ea,16,,32,$0,$12766,2.00,$0,$798,NA
DMW,"TUKH Cambridge 8,9, and 10",Level 10,ice maker,ea,5,,3,$0,$775,0.60,$0,$155,NA
DMW,"TUKH Cambridge 8,9, and 10",Level 8,ice maker,ea,5,,3,$0,$775,0.60,$0,$155,NA
DMW,"TUKH Cambridge 8,9, and 10",Level 9,ice maker,ea,5,,3,$0,$775,0.60,$0,$155,NA
DMW,"TUKH Cambridge 8,9, and 10",Level 9,laundry box (WMB1),ea,2,,2,$0,$233,1.00,$0,$116,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,clinical service sink (CSK1),ea,2,,12,$1150,$3947,6.00,$575,$1973,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,eye wash (EW1),ea,3,,9,$0,$3154,3.00,$0,$1051,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,lavatory (L1),ea,34,,102,$0,$11017,3.00,$0,$324,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,lavatory (L4),ea,7,,28,$1486,$4164,4.00,$212,$595,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,mop basin (MSB1),ea,2,,6,$0,$1898,3.00,$0,$949,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,shower (SH1),ea,34,,102,$0,$33966,3.00,$0,$999,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,shower (SH-2),ea,2,,6,$0,$1998,3.00,$0,$999,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,sink - (SK10),ea,1,,16,$0,$3101,16.00,$0,$3101,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,sink - (SK2),ea,12,,48,$856,$8933,4.00,$71,$744,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,sink - (SK3),ea,2,,32,$0,$6203,16.00,$0,$3101,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,sink (SK1),ea,38,,114,$2711,$16148,3.00,$71,$425,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,water closet (WC1),ea,32,,96,$11004,$19731,3.00,$344,$617,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,water closet (WC4),ea,7,,21,$0,$4416,3.00,$0,$631,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 10,water closet (WC5),ea,2,,6,$0,$1543,3.00,$0,$772,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,clinical service sink (CSK1),ea,2,,12,$1150,$3947,6.00,$575,$1973,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,electric water cooler (EWC1),ea,1,,3,$163,$2741,3.00,$163,$2741,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,eye wash (EW1),ea,2,,6,$0,$2103,3.00,$0,$1051,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,lavatory (L1),ea,32,,96,$0,$10369,3.00,$0,$324,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,lavatory (L3),ea,4,,12,$0,$2125,3.00,$0,$531,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,lavatory (L4),ea,5,,20,$1061,$2974,4.00,$212,$595,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,sink - (SK10),ea,1,,16,$0,$3101,16.00,$0,$3101,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,sink - (SK2),ea,10,,40,$713,$7444,4.00,$71,$744,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,sink - (SK3),ea,2,,32,$0,$6203,16.00,$0,$3101,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,sink (SK1),ea,36,,108,$2568,$15299,3.00,$71,$425,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,urinal (UR2),ea,1,,3,$179,$651,3.00,$179,$651,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,water closet (WC1),ea,31,,93,$10661,$19114,3.00,$344,$617,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,water closet (WC3),ea,2,,6,$0,$1214,3.00,$0,$607,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,water closet (WC4),ea,7,,21,$0,$4416,3.00,$0,$631,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 8,water closet (WC5),ea,2,,6,$0,$1543,3.00,$0,$772,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,clinical service sink (CSK1),ea,2,,12,$1150,$3947,6.00,$575,$1973,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,electric water cooler (EWC1),ea,1,,3,$163,$2741,3.00,$163,$2741,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,eye wash (EW1),ea,4,,12,$0,$4206,3.00,$0,$1051,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,lavatory (L1),ea,34,,102,$0,$11017,3.00,$0,$324,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,lavatory (L2),ea,2,,6,$425,$698,3.00,$212,$349,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,lavatory (L4),ea,6,,24,$1274,$3569,4.00,$212,$595,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,mop basin (MSB1),ea,2,,6,$0,$1898,3.00,$0,$949,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,shower (SH1),ea,34,,102,$0,$33966,3.00,$0,$999,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,shower (SH-2),ea,2,,6,$0,$1998,3.00,$0,$999,NA
DMW/WV,"TUKH Cambridge 8,9, and 10",Level 9,sink - (SK10),ea,1,,16,$0,$3101,16.00,$0,$3101,NA
