OmniClass_Code,OmniClass_Title,Description
23-21 23 23-7,Residential Pasta Cookers,Residential appliance used for cooking pasta.
23-21 23 23-8,Residential Food Pressure Cookers,Residential appliance that uses pressure to cook food quickly.
23-21 23 23-9,Residential Rice Cookers,Residential appliance used for cooking rice.
23-21 23 23-10,Residential Crepe Machines,Residential appliance used for making crepes.
23-21 23 23-11,Residential Fryers,Residential appliance used for frying food.
23-21 23 23-12,Residential Deep Fryers,Residential appliance used for deep frying food.
23-21 23 23-13,Residential Pressure Fryers,Residential appliance used for pressure frying food.
23-21 23 23-14,Residential Griddles,Residential appliance used for cooking food on a flat surface.
23-21 23 23-15,Residential Grills,Residential appliance used for grilling food.
23-21 23 23-16,Residential Barbecue Grills,Residential appliance used for barbecuing food.
23-21 23 23-17,Residential Char Broiler Grills,Residential appliance used for charbroiling food.
23-21 23 23-18,Residential Hot Dog Grills,Residential appliance used for cooking hot dogs.
23-21 23 23-19,Residential Kettles,Residential appliance used for boiling or simmering liquids.
23-21 23 23-20,Residential Poacher Kettles,Residential appliance used for poaching food in liquid.
23-21 23 23-21,Residential Salmon Kettles,Residential appliance used for cooking salmon in liquid.
23-21 23 23-22,Residential Ovens and Stoves,Residential appliances used for baking and cooking food.
23-21 23 23-23,Residential Stoves,Residential appliance used for cooking food on a stovetop.
23-21 23 23-24,Residential Combination Convection Ovens,Residential oven that combines convection and conventional heating.
23-21 23 23-25,Residential Convection Ovens,Residential oven that uses convection heating to cook food.
23-21 23 23-26,Residential Gas Ovens,Residential oven that uses gas to heat and cook food.
23-21 23 23-27,Residential Electric Ovens,Residential oven that uses electricity to heat and cook food.
23-21 23 23-28,Residential Microwave Ovens,Residential oven that uses microwave radiation to cook food.
23-21 23 23-29,Residential Rotisseries,Residential appliance used for rotating food while cooking.
23-21 23 23-30,Residential Food Steamers,Residential appliance used for steaming food.
23-21 23 23-31,Residential High Pressure Food Steamer,Residential appliance that uses high pressure to steam food.
23-21 23 23-32,Residential Small Specialized Cooking Equipment,Residential specialized cooking equipment not covered elsewhere.
23-21 23 25,Residential Dishwashers,Residential appliance used for automatically cleaning dishes.
23-21 23 25-1,Residential Electric Dishwashers,Residential dishwasher that uses electricity to operate.
23-21 25 19-18,Mosque Furniture,"Furniture used in a mosque for seating, storage, and other purposes."
23-21 27 29-1,Child Carriage Strollers,Wheeled stroller or carriage used to transport young children.
23-21 41 11,Commercial Clothes Airers,Commercial equipment used for drying and airing out clothes.
23-21 41 11-1,Commercial Clothes Dryers,Commercial appliance used for drying clothes.
23-21 45 11-19,Fine Art Etched Glass,Decorative glass that has been etched or engraved with a design.
23-23 17 23-27,Electric Cranes,Crane equipment that uses electricity to lift and move heavy loads.
23-25 11 15-1,Anesthesiology Gas Columns,Medical equipment used to administer anesthesia gas during surgery.
23-25 15 13-8,Autopsy Saws,Medical equipment used for performing autopsies and dissections.
23-25 17 15,Dental Prefabricated Structures,Prefabricated structures used in dental offices and labs.
23-25 17 15-1,Dental Lab Workcenters,Workbench or station used in a dental lab for various tasks.
23-25 17 15-2,Dental Lab Die Trimming Workcenters,Workbench or station used in a dental lab for trimming dental dies.
23-25 17 15-3,Dental Lab Equipment Workcenters,Workbench or station used in a dental lab for various equipment.
23-25 17 15-4,Dental Lab Metal Grinding Workcenters,Workbench or station used in a dental lab for grinding metal.
23-25 17 15-5,Dental Lab Microblasting Workcenters,Workcenters used in dental labs for microblasting procedures.
23-25 17 15-6,Dental Lab Plaster Workcenters,Workcenters used in dental labs for plaster work.
23-25 17 15-7,Dental Lab Polishing Workcenters,Workcenters used in dental labs for polishing procedures.
23-25 17 15-8,Dental Lab Surveying and Milling Workcenters,Workcenters used in dental labs for surveying and milling.
23-25 19 00,Dermatology Products,Products used in the field of dermatology.
23-25 19 11,Dermatology Furnishings,Furnishings used in dermatology settings.
23-25 19 13,Dermatology Equipment,Equipment used in dermatology settings.
23-25 19 13-1,Phototherapy Products,Products used for phototherapy in dermatology.
23-25 29 13-9,Therapeutic Exercise Continuous Passive Motion CPM Equipment,Equipment used for continuous passive motion therapy.
23-25 39 13-13,Exophthalmometers,Instruments used to measure exophthalmos (bulging eyes).
23-25 39 13-63,Phacofragmentation (Cusa) Units,Units used for phacofragmentation (cataract removal).
23-25 47 13-35,Electromyographs,Instruments used to record electrical activity of muscles.
23-25 47 13-36,Electronic Stethoscopes,Electronic stethoscopes used for auscultation.
23-25 47 13-37,Fiberoptic Bronchoscopes,Fiberoptic bronchoscopes used for viewing the airways.
23-25 47 13-38,Adult Fiberoptic Bronchoscopes,Adult-sized fiberoptic bronchoscopes.
23-25 47 13-39,Adult Large Channel Fiberoptic Bronchoscopes,Adult-sized fiberoptic bronchoscopes with a large channel.
23-25 47 13-40,Adult Slim Casing Fiberoptic Bronchoscopes,Adult-sized fiberoptic bronchoscopes with a slim casing.
23-25 47 13-41,Examination Fiberoptic Bronchoscopes,Fiberoptic bronchoscopes used for examination.
23-25 47 13-42,Pediatric Fiberoptic Bronchoscopes,Pediatric-sized fiberoptic bronchoscopes.
23-25 47 13-43,Therapeutic Fiberoptic Bronchoscopes,Fiberoptic bronchoscopes used for therapeutic procedures.
23-25 47 13-44,Goniometers,Instruments used to measure joint range of motion.
23-25 47 13-45,Hand Held Vascular Dopplers,Handheld devices used to detect blood flow in blood vessels.
23-25 47 13-46,Mechanical Stethoscopes,Traditional mechanical stethoscopes.
23-25 47 13-47,Nasopharyngoscopes,Instruments used to view the nasal and pharyngeal areas.
23-25 47 13-48,Neurological Discriminators,Devices used to assess neurological function.
23-25 47 13-49,Neurological Sensors,Sensors used to monitor neurological activity.
23-25 47 13-50,Ophthalmoscopes,Instruments used to examine the eye's interior.
23-25 47 13-51,Otoscopes,Instruments used to examine the ear canal and eardrum.
23-25 47 13-52,Patient Thermoregulators,Devices used to regulate a patient's body temperature.
23-25 47 13-53,Proctoscopes,Instruments used to examine the rectum and lower colon.
23-25 47 13-54,Stethoscopic Phonocardiographs,Devices that combine a stethoscope and phonocardiograph.
23-25 47 13-55,Therapeutic Bronchoscopes,Bronchoscopes used for therapeutic procedures.
23-25 47 13-56,Vaginoscopes,Instruments used to examine the vagina.
23-25 47 13-57,Patient Weight Scales,Scales used to weigh patients.
23-25 47 13-58,Diaper Weight Scales,Scales used to weigh diapers.
23-25 47 13-59,Infant Scales,Scales used to weigh infants.
23-25 47 13-60,Patient Bed Scales,Scales integrated into patient beds.
23-25 47 13-61,Patient Chair Scales,Scales integrated into patient chairs.
23-25 47 13-62,Patient Floor Scales,Freestanding patient floor scales.
23-25 47 13-63,Patient Sling Scales,Scales that use a patient sling.
23-25 47 13-64,Patient Table Scales,Scales integrated into patient examination tables.
23-25 47 13-65,Wheelchair Platform Scales,Scales integrated into wheelchair platforms.
23-25 47 13-66,Patient Clinical Diagnostic Analyzers,Analyzers used for clinical diagnostic testing.
23-25 47 13-67,Amino Acid Analyzers,Analyzers used to measure amino acid levels.
23-25 47 13-68,Bilirubinometers,Instruments used to measure bilirubin levels.
23-25 47 13-69,Blood Bank Analyzers,Analyzers used in blood banking operations.
23-25 47 13-70,Blood Gas Analyzers,Analyzers used to measure blood gas levels.
23-25 47 13-71,Blood Chemistry Analyzers,Analyzers used to measure blood chemistry levels.
23-25 47 13-72,Chemistry Analyzers,Analyzers used to perform general chemistry tests.
23-25 47 13-73,Coagulation Analyzers,Analyzers used to measure coagulation factors.
23-25 47 13-74,Automatic Coagulation Analyzers,Automatic instruments that analyze blood coagulation properties.
23-25 47 13-75,Fibrometers,Instruments that measure the clotting time of blood.
23-25 47 13-76,Deoxyribonucleic Sequence Analyzers,Instruments that analyze the sequence of DNA molecules.
23-25 47 13-77,Toxicology Analyzers,Instruments that analyze the presence and levels of toxins in a sample.
23-25 47 13-78,Hematology Analyzers,Instruments that analyze the different types of blood cells.
23-25 47 13-79,Differential Hematology Analyzers,Instruments that analyze the different types of white blood cells.
23-25 47 13-80,Histology Analyzers,Instruments that analyze the structure and composition of tissues.
23-25 47 13-81,Breath Hydrogen Analyzers,Instruments that analyze the amount of hydrogen in a person's breath.
23-25 47 13-82,Immunology Analyzers,Instruments that analyze the immune system and antibody levels.
23-25 47 13-83,Microbiology Analyzers,Instruments that analyze the presence and types of microorganisms.
23-25 47 13-84,Protein Analyzers,Instruments that analyze the levels of proteins in a sample.
23-25 59 13-12,Perfusion Cardioplegia Sets,Equipment used to deliver cardioplegia solution during heart surgery.
23-25 59 13-13,Perfusion Cardiotomy Reservoirs,Reservoirs used to collect blood during heart surgery.
23-25 59 13-14,Perfusion Centrifugal Equipment,Equipment used to centrifuge blood during heart surgery.
23-25 59 13-15,Perfusion Heaters,Equipment used to heat or cool blood during heart surgery.
23-25 59 13-16,Perfusion Coolers,Equipment used to cool blood during heart surgery.
23-25 59 13-17,Perfusion Dual Heater And Cooler Units,Equipment that can both heat and cool blood during heart surgery.
23-25 59 13-18,Perfusion Haemoconcentrators,Equipment used to concentrate blood components during heart surgery.
23-25 59 13-19,Perfusion Oxygen Saturation Monitors,Equipment used to monitor the oxygen saturation of blood during heart surgery.
23-25 59 13-20,Perfusion Oxygenators,Equipment used to oxygenate blood during heart surgery.
23-25 59 13-21,Perfusion Pump Heads,Pump heads used to circulate blood during heart surgery.
23-25 59 13-22,Perfusion Venous Reservoirs,Reservoirs used to collect venous blood during heart surgery.
23-25 59 13-23,Ventricular Assist Devices,Devices used to assist the pumping function of the heart.
23-25 59 13-24,Perfusion Pumps,Pumps used to circulate blood during heart surgery.
23-25 59 13-25,Cardiovascular Reservoirs,Reservoirs used to collect blood during heart surgery.
23-25 59 13-26,Surgical Coronary Artery Blowers,Equipment used to blow away blood from the surgical site during heart surgery.
23-25 59 13-27,Surgical Coronary Artery Misters,Equipment used to mist blood away from the surgical site during heart surgery.
23-25 59 13-28,Surgical Equipment,General surgical equipment used in the operating room.
23-25 59 13-29,Surgical Basin Stands,Stands used to hold surgical basins during procedures.
23-25 59 13-30,Cryosurgery Equipment,Equipment used for freezing and destroying tissue during surgery.
23-25 59 13-31,Electrocautery Equipment,Equipment used to cauterize and seal blood vessels during surgery.
23-25 59 13-32,Ophthalmic Irrigation Equipment,Equipment used to irrigate the eye during ophthalmic surgery.
23-25 59 13-33,Ophthalmic Surgery Phacoemulsification Equipment,Equipment used to break up cataracts during eye surgery.
23-25 59 13-34,Ophthalmic Surgery Extrusion Equipment,Equipment used to remove cataracts during eye surgery.
23-25 59 13-35,Surgical Irrigation Pumps,Pumps used to provide irrigation during surgical procedures.
23-25 59 13-36,Pulsed Lavage Units With Suction,Units that provide pulsed irrigation and suction during wound care.
23-25 59 13-37,Pulsed Lavage Units With Out Suction,Units that provide pulsed irrigation without suction during wound care.
23-25 59 13-38,Surgical Lasers,Lasers used for cutting and vaporizing tissue during surgery.
23-25 59 13-39,CO2 Surgical Lasers,Surgical lasers that use carbon dioxide gas as the lasing medium.
23-25 59 13-40,KTP Surgical Lasers,Surgical lasers that use potassium-titanyl-phosphate as the lasing medium.
23-25 59 13-41,Surgical Lithotripters,Equipment used to break up kidney stones during surgery.
23-25 59 13-42,Extracorporeal Lithotripters,Equipment used to break up kidney stones outside the body.
23-25 59 13-43,Ultrasound Lithotripters,Equipment that uses ultrasound to break up kidney stones.
23-25 59 13-44,Surgical Microscopes,Microscopes used to magnify and view the surgical site.
23-25 59 13-45,Surgical Magnifiers,Magnifying devices used to enhance visibility during surgery.
23-25 59 13-46,Surgical Pneumatic Tourniquets,Devices that use compressed air to restrict blood flow during surgery.
23-25 59 13-47,Surgical Electric Tourniquets,Devices that use electricity to restrict blood flow during surgery.
23-25 59 13-48,Surgical Aspirators,Devices used to suction fluids and debris during surgery.
23-25 59 13-49,General Purpose Aspirator Pressure Units,General purpose units that provide suction pressure for aspiration.
23-25 59 13-50,Low Pressure High Volume Suction Chest and Abdomen Aspirators,"High-volume, low-pressure suction devices for the chest and abdomen."
23-25 59 13-51,Low Pressure Low Volume Suction Surgical Aspirators,"Low pressure, low volume suction devices used in surgical procedures"
23-25 59 13-52,Mobile Uterine Aspirators,Portable suction devices used to remove fluid from the uterus during procedures
23-25 59 13-53,Surgical Urological Tables,Tables designed for use in urological surgical procedures
23-25 59 13-54,Vitreo Retinal Fragmatome Surgery Equipment,"Equipment used in vitreo-retinal surgery, such as fragmatomes"
23-25 59 13-55,Microsurgery Equipment,Specialized equipment used in microsurgical procedures
23-25 59 13-56,Operating Room Medication Dispensers,Devices used to dispense medications in operating rooms
23-25 59 13-57,Surgical Dermatomes,Surgical instruments used to remove thin layers of skin
23-25 59 13-58,Surgical Dermabraders,Surgical instruments used to abrade or remove skin layers
23-25 59 13-59,Surgical Dermameshers,Surgical instruments used to create skin meshes or grafts
23-25 59 13-60,Surgical Pneumatic Saws,Pneumatic saws used in surgical procedures
23-25 59 13-61,Surgical Pneumatic Drills,Pneumatic drills used in surgical procedures
23-25 69 13-52,Laboratory Heating Drying Equipment,Equipment used to heat and dry materials in a laboratory setting
23-25 69 13-53,Laboratory Dry Baths,Laboratory equipment used to maintain a constant temperature
23-25 69 13-54,Bunsen Burner,A laboratory burner used to heat and ignite substances
23-25 69 13-55,Laboratory Hotplates,Laboratory equipment used to heat and maintain a constant temperature
23-25 69 13-56,Laboratory Incinerators,Equipment used to incinerate materials in a laboratory
23-25 69 13-57,Laboratory Infrared Dryers,Laboratory equipment used to dry materials using infrared heat
23-25 69 13-58,Laboratory Spirit Burners,Laboratory equipment used to heat materials using a flame
23-25 69 13-59,Laboratory Temperature Cycling Chambers,Laboratory equipment used to cycle temperatures for testing
23-25 69 13-110,Incubators,Enclosed chambers used to incubate and grow biological samples
23-25 69 13-111,CO2 Incubators,Incubators that maintain a controlled carbon dioxide environment
23-25 69 13-112,Cooled Biological Oxygen Demand BOD Incubators,Incubators that maintain a controlled temperature and oxygen level
23-25 69 13-113,Dry Wall Dual Chamber Carbon Dioxide Incubators,Incubators with separate chambers for carbon dioxide control
23-25 69 13-114,Dry Wall Dual Chamber Carbon Dioxide Incubators With Humidity Control,Incubators with separate chambers for carbon dioxide and humidity control
23-25 69 13-115,Dry Wall Dual Chamber Three Gas Incubators,Incubators with separate chambers for three gas control
23-25 69 13-116,Dry Wall Dual Chamber Three Gas Incubators With Humidity Control,Incubators with separate chambers for three gas and humidity control
23-25 69 13-117,Dry Wall Single Chamber Carbon Dioxide Incubators,Incubators with a single chamber for carbon dioxide control
23-25 69 13-118,Dry Wall Single Chamber Carbon Dioxide Incubators With Humidity Control,Incubators with a single chamber for carbon dioxide and humidity control
23-25 69 13-119,Dry Wall Single Chamber Three Gas Incubators,Incubators with a single chamber for three gas control
23-25 69 13-120,Dry Wall Single Chamber Three Gas Incubators With Humidity Control,Incubators with a single chamber for three gas and humidity control
23-25 69 13-121,Forced Air General Purpose Incubators,General purpose incubators that use forced air circulation
23-25 69 13-122,Gravity Convection General Purpose Incubators,General purpose incubators that use gravity convection
23-25 69 13-123,Mechanical Convection General Purpose Incubators,General purpose incubators that use mechanical convection
23-25 69 13-124,Multipurpose Incubators,Incubators that can be used for multiple purposes
23-25 69 13-125,Plate Incubators,Incubators designed for use with culture plates
23-25 69 13-126,Refrigerated Incubators,Incubators that maintain a controlled low temperature
23-25 69 13-127,Shaking Incubators,Incubators that agitate samples during incubation
23-25 69 13-128,Water Jacketed Dual Chamber Carbon Dioxide Incubators,Incubators with separate water-jacketed chambers for carbon dioxide control
23-25 69 13-129,Water Jacketed Dual Chamber Carbon Dioxide Incubators With Humidity Control,Incubators with separate water-jacketed chambers for carbon dioxide and humidity control
23-25 69 13-130,Water Jacketed Dual Chamber Three Gas Incubators,Incubators with separate water-jacketed chambers for three gas control
23-25 69 13-131,Water Jacketed Dual Chamber Three Gas Incubators With Humidity Control,Incubators with separate water-jacketed chambers for three gas and humidity control
23-25 69 13-132,Water Jacketed Single Chamber Carbon Dioxide Incubators,Incubators with a single water-jacketed chamber for carbon dioxide control
23-25 69 13-133,Water Jacketed Single Chamber Carbon Dioxide Incubators With Humidity Control,Incubators with a single water-jacketed chamber for carbon dioxide and humidity control
23-25 69 13-134,Water Jacketed Single Chamber Three Gas Incubators,Incubators with a single water-jacketed chamber for three gas control
23-25 69 13-135,Water Jacketed Single Chamber Three Gas Incubators With Humidity Control,Incubators with a single water-jacketed chamber for three gas and humidity control
23-25 69 13-136,Laboratory Ovens,Ovens used in laboratories for heating and drying materials
23-25 69 13-137,Laboratory Ageing Ovens,Ovens used in laboratories for ageing or heat-treating materials
23-25 69 13-138,Laboratory Cleanroom Ovens,Ovens designed for use in cleanroom environments
23-25 69 13-139,Laboratory Drying Cabinets,Cabinets used in laboratories for drying materials
23-25 69 13-140,Laboratory Drying Ovens,Ovens used in laboratories for drying materials
23-25 69 13-141,Laboratory Gravity Convection Ovens,Laboratory ovens that use gravity and natural convection to circulate air and heat samples.
23-25 69 13-142,Laboratory Induction Dryers,Laboratory dryers that use induction heating to dry samples.
23-25 69 13-143,Laboratory Mechanical Convection Ovens,Laboratory ovens that use mechanical fans to circulate air and heat samples.
23-25 69 13-144,Laboratory Vacuum Ovens,Laboratory ovens that use vacuum pressure to heat and dry samples.
23-25 69 13-145,Laboratory Distillers,Laboratory equipment used to distill liquids.
23-25 69 13-146,Laboratory Water Distillers,Laboratory equipment used to distill and purify water.
23-27 00 00,General Facility Services Products,General products and equipment used to provide facility services.
23-27 11 00,General Instruments and Controls,General instruments and controls for facility systems.
23-27 11 11,Temperature Measuring Instrument And Controls,Instruments and controls for measuring and regulating temperature.
23-27 11 11-1,Temperature Alarm Modules,Modules that monitor and alarm for temperature changes.
23-27 11 11-2,Temperature Control Modules,Modules that control temperature by adjusting heating or cooling.
23-27 11 11-3,Temperature Controllers,Devices that regulate temperature to a set point.
23-27 11 11-4,Digital Temperature Controllers,Digital controllers that regulate temperature electronically.
23-27 11 11-5,Electric Temperature Controllers,Electric controllers that regulate temperature using electricity.
23-27 11 11-6,Pneumatic Hating Controllers,Pneumatic controllers that regulate temperature using compressed air.
23-27 11 11-7,Hydraulic Temperature Controllers,Hydraulic controllers that regulate temperature using fluid pressure.
23-27 11 11-8,Temperature Detectors,Devices that detect and measure temperature.
23-27 11 11-9,Thermocouple Detectors,Temperature sensors that use thermocouple technology.
23-27 11 11-10,RTD Detectors,Temperature sensors that use resistance temperature detector (RTD) technology.
23-27 19 11,Reciprocating Engines,Engines that use a reciprocating motion to convert energy into mechanical power.
23-27 19 13,Rotary Engines,Engines that use a rotary motion to convert energy into mechanical power.
23-27 19 15,Turbine Engines,Engines that use turbine blades to convert energy into mechanical power.
23-27 21 00,Compressors,Machines that compress gases or vapors to increase their pressure.
23-27 21 11,Axial Flow Compressors,Compressors that use an axial flow design.
23-27 21 13,Centrifugal Compressors,Compressors that use a centrifugal design.
23-27 21 15,Reciprocating Compressors,Compressors that use a reciprocating piston design.
23-27 21 15-1,Diaphragm Reciprocating Compressors,Reciprocating compressors that use a diaphragm mechanism.
23-27 21 15-2,Double Acting Reciprocating Compressors,Reciprocating compressors that use a double-acting piston design.
23-27 21 15-3,Single Acting Reciprocating Compressors,Reciprocating compressors that use a single-acting piston design.
23-27 21 17,Rotary Compressors,Compressors that use a rotary motion to compress gases.
23-27 21 17-1,Rotary Liquid Ring Compressors,Rotary compressors that use a liquid ring design.
23-27 21 17-2,Rotary Lobe Compressors,Rotary compressors that use a lobe design.
23-27 21 17-3,Rotary Screw Compressors,Rotary compressors that use a screw design.
23-27 21 17-4,Rotary Scroll Compressors,Rotary compressors that use a scroll design.
23-27 21 17-5,Rotary Vane Compressors,Rotary compressors that use a vane design.
23-27 23 00,Heat Exchangers,Devices that transfer heat between two fluids or materials.
23-27 23 11,Heat Exchanger Economizers,Heat exchangers that use an economizer to improve efficiency.
23-27 23 13,Plate and Frame Heat Exchangers,Heat exchangers that use plates and frames to transfer heat.
23-27 23 13-1,Plate and Frame Regenerative Heat Exchangers,Plate and frame heat exchangers that use a regenerative design.
23-27 23 15,Shell and Tube Heat Exchangers,Heat exchangers that use a shell and tube design.
23-27 23 15-1,Shell and Tube Regenerative Heat Exchangers,Shell and tube heat exchangers that use a regenerative design.
23-27 23 17,Tube and Fin Heat Exchangers,Heat exchangers that use tubes and fins to transfer heat.
23-27 23 19,Spiral Heat Exchangers,Heat exchangers that use a spiral design.
23-27 23 19-1,Heat Exchangers for Ventilation Air,Heat exchangers designed for ventilation air systems.
23-27 23 21,Adiabatic Wheel Heat Exchangers,Heat exchangers that use an adiabatic wheel to transfer heat.
23-27 23 23,Plate and Fin Heat Exchangers,Heat exchangers that use plates and fins to transfer heat.
23-27 23 23-1,Straight Fin Plate and Fin Heat Exchangers,Plate and fin heat exchangers with straight fin design.
23-27 23 23-2,Offset Fin Plate and Fin Heat Exchangers,Plate and fin heat exchangers with offset fin design.
23-27 23 23-3,Wavy Fin Plate and Fin Heat Exchangers,Plate and fin heat exchangers with wavy fin design.
23-27 23 25,Fluid Heat Exchangers,Heat exchangers that transfer heat between fluids.
23-27 25 00,Heaters for Supplied Liquids,"Devices that heat liquids, such as water or oil, for use in building systems."
23-27 25 11,Liquid Electric Heaters,Heaters that use electricity to heat liquids.
23-27 25 13,Liquid Gas Heaters,Heaters that use gas to heat liquids.
23-27 25 15,Liquid Steam Heaters,Heaters that use steam to heat liquids.
23-27 25 17,Liquid Fuel Oil Heaters,Heaters that use fuel oil to heat liquids.
23-27 25 17-1,Fuel Oil Pre Heaters,Heaters that pre-heat fuel oil before use.
23-27 27 00,Pressure Reducing Stations,Stations that reduce the pressure of gases or liquids in building systems.
23-27 27 11,Multiple Stage Pressure Reducing Stations,Pressure reducing stations with multiple stages of pressure reduction.
23-27 27 13,Single Stage Pressure Reducing Stations,Pressure reducing stations with a single stage of pressure reduction.
23-27 29 00,Tanks and Storage Structures,Structures used to store liquids and gases in building systems.
23-27 29 11,Reservoirs,Large storage tanks or reservoirs for liquids and gases.
23-27 29 13,Tank Foundations,Foundations that support storage tanks.
23-27 29 13-1,Tank Support Structures,Structures that support and elevate storage tanks.
23-27 29 13-2,Tank Foundation Slabs,Concrete slabs that serve as the foundation for storage tanks.
23-27 29 15,Specialized Tanks,Specialized tanks for specific applications in building systems.
23-27 29 15-1,Cryogenic Tanks,Tanks designed to store cryogenic liquids like liquid nitrogen.
23-27 29 15-2,Flash Tanks,Tanks used to separate liquids and gases in building systems.
23-27 29 15-3,Steam Flash Tanks,Tanks used to separate steam and water in building systems.
23-27 29 15-4,Septic Tanks,Underground tanks used to collect and store wastewater.
23-27 29 15-5,Siphon Tanks,Tanks that use a siphon mechanism to discharge liquids.
23-29 13 11-5,Vein Recognition Readers,Devices that use vein patterns to identify and authenticate users.
23-29 25 00,Fire Fighting Equipment,Equipment used for firefighting and fire suppression in buildings.
23-29 25 11,Fire Fighting Terminals,Terminals or connection points for firefighting equipment.
23-29 25 11-1,Fire Fighting Terminal Components,Components that make up firefighting terminals.
23-29 29 15,Fire Switches,Switches that activate fire alarm and suppression systems.
23-29 29 15-1,Pressure Fire Alarm Water Flow Switches,Switches that detect water flow in fire sprinkler systems.
23-31 19 19-3,Sanitary Macerators,Devices that grind and macerate solid waste in plumbing systems.
23-33 13 00,Furnaces,Heating appliances that generate hot air or combustion gases.
23-33 13 11,Furnace Controls,Controls and components that regulate the operation of furnaces.
23-33 15 21-2,Finned Tube Radiators,Radiators with fins to increase heat transfer surface area.
23-33 15 21-3,Plate Radiators,Flat panel radiators that heat a space by radiation.
23-33 15 21-4,Radiation Heating Panels,Panels that heat a space primarily by radiant heat transfer.
23-33 15 23,Forced Air Hydronic HVAC Heaters,Forced air heaters that use hydronic heating systems.
23-33 15 23-1,Forced Air Cast Iron Radiators,Forced air radiators made of cast iron.
23-33 15 23-2,Forced Air Finned Tube Radiators,Forced air radiators with fins to increase heat transfer.
23-33 15 23-3,Forced Air Plate Radiators,Flat panel forced air radiators.
23-33 15 23-4,Forced Air Radiation Heating Panels,Forced air radiant heating panels.
23-33 15 25,Electric HVAC Heaters,Electric heaters used in HVAC systems.
23-33 15 25-1,Halogen Electric HVAC Heaters,Electric HVAC heaters that use halogen lamps.
23-33 15 25-2,Infrared Plate HVAC Heaters,Electric HVAC heaters that use infrared radiation.
23-33 15 25-3,Ultraviolet HVAC Heaters,Electric HVAC heaters that use ultraviolet radiation.
23-33 15 25-4,Electric HVAC Resitive Unit Heaters,Electric HVAC heaters that use resistance heating elements.
23-33 15 27,Forced Air Electric HVAC Heaters,Forced air electric heaters used in HVAC systems.
23-33 15 27-1,Forced Air Halogen Electric HVAC Heaters,Forced air HVAC heaters that use halogen lamps.
23-33 15 27-2,Forced Air Infrared Plate HVAC Heaters,Forced air HVAC heaters that use infrared radiation.
23-33 15 27-3,Forced Air Ultraviolet HVAC Heaters,Forced air HVAC heaters that use ultraviolet radiation.
23-33 15 27-4,Forced Air Electric HVAC Resitive Unit Heaters,Forced air HVAC heaters that use resistance heating elements.
23-33 15 29,HVAC Steam Hot Water Converters,Devices that convert steam or hot water to heat HVAC systems.
23-33 17 00,Heat Pumps,Devices that use a refrigeration cycle to both heat and cool buildings.
23-33 17 11,Packaged Heat Pumps,Self-contained heat pump units that provide both heating and cooling.
23-33 17 11-1,Air Source Packaged Heat Pumps,nan
23-33 17 11-2,Water Source Packaged Heat Pumps,nan
23-33 17 13,Split System Heat Pumps,nan
23-33 17 13-1,Air Source Split System Heat Pumps,nan
23-33 17 13-2,Water Source Split System Heat Pumps,nan
23-33 19 00,Cooling and Freeze Components,nan
23-33 19 11,Cooling Freeze Plant Accessories,nan
23-33 19 11-1,Refrigerant Liquid,nan
23-33 21 00,Chillers,nan
23-33 21 11,Absorption Chillers,nan
23-33 21 11-1,Direct Fired Absorption Chillers,nan
23-33 21 11-2,Steam Absorption Chillers,nan
23-33 21 13,Chillers,nan
23-33 21 13-1,Central Package Unit Chillers,nan
23-33 21 13-2,Centrifugal Chillers,nan
23-33 21 13-3,Packaged Centrifugal Chillers,nan
23-33 21 13-4,Split System Centrifugal Chillers,nan
23-33 21 13-5,Reciprocating Chillers,nan
23-33 21 13-6,Packaged Reciprocating Chillers,nan
23-33 21 13-7,Split System Reciprocating Chillers,nan
23-33 21 13-8,Rotary Chillers,nan
23-33 21 13-9,Packaged Rotary Chillers,nan
23-33 21 13-10,Split System Rotary Chillers,nan
23-33 21 13-11,Rotary Screw Chillers,nan
23-33 21 13-12,Packaged Rotary Screw Chillers,nan
23-33 21 13-13,Split System Rotary Screw Chillers,nan
23-33 21 13-14,Screw Chillers,nan
23-33 21 13-15,Packaged Screw Chillers,nan
23-33 21 13-16,Split System Screw Chillers,nan
23-33 29 23-2,Automatic Fire Dampers,nan
23-35 25 11,Electrical Meters,nan
23-35 29 25,Network Protectors,nan
23-35 37 49,Push Button Switches,nan
23-35 47 11-20,Explosion Proof Lighting Fixtures,nan
23-37 25 23-1,Television Broadcasting Equipment,nan
23-39 13 11-1,Tunnel Shafts,nan
23-39 15 21-3,Railway Baggage Cars,nan
23-39 15 21-4,Railway Diner Cars,nan
23-39 15 21-5,Railway Freight Cars,nan
23-39 21 11-21,Jetties,nan
23-39 21 13,Waterflow Controls,nan
23-39 21 13-1,Reservoirs,nan
23-39 21 13-2,"Dams, Dikes",nan
23-39 21 13-3,Weirs,nan
23-39 21 13-4,Barrages,nan
23-39 21 13-5,Bifurcation Panels,nan
23-39 21 13-6,Manifolds,nan
23-39 21 13-7,Penstocks and Sluice Gate,nan
23-39 21 13-8,Trash Rakes,nan
23-39 21 15,Breakwater Products,nan
23-39 21 15-1,Bulkheads,nan
23-39 21 15-2,Seawalls,nan
23-39 21 15-3,Moles and Breakwater,nan
23-39 21 15-4,Groins,nan
23-39 21 17,Marine Monitoring and Control,nan
23-39 21 17-1,Navigation Signs,nan
23-39 21 17-2,Navigation Lights,nan
